,Unnamed: 0,author,text
0,0,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Hola.
1,1,0158d0d6781fc4d493f243d4caa49747,hi.
2,2,0158d0d6781fc4d493f243d4caa49747,whats up?
3,3,97964e7a9e8eb9cf78f2e4d7b2ff34c7,not a ton.
4,4,97964e7a9e8eb9cf78f2e4d7b2ff34c7,you?
5,5,0158d0d6781fc4d493f243d4caa49747,same.  being lazy.  M or f?
6,6,97964e7a9e8eb9cf78f2e4d7b2ff34c7,F.
7,7,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Ditto, I&apos;ve done absolutely nothing with my day besides watching stuff on Hulu."
8,8,0158d0d6781fc4d493f243d4caa49747,M here.  Just got home from weekend trip.  Tired.
9,9,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Oh, cool. Family thing?"
10,10,0158d0d6781fc4d493f243d4caa49747,yeah.
11,11,0158d0d6781fc4d493f243d4caa49747,a &amp; l?
12,12,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Gotta love those.
13,13,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"17, Hawaii."
14,14,97964e7a9e8eb9cf78f2e4d7b2ff34c7,and yourself?
15,15,0158d0d6781fc4d493f243d4caa49747,Uh oh.  older. 30
16,16,0158d0d6781fc4d493f243d4caa49747,Been to Hawaii.
17,17,97964e7a9e8eb9cf78f2e4d7b2ff34c7,whoops xD
18,18,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"It&apos;s nice, isn&apos;t it?"
19,19,0158d0d6781fc4d493f243d4caa49747,Yeah.  Always enjoy visiting.
20,20,0158d0d6781fc4d493f243d4caa49747,Which Island you on Oahu?
21,21,97964e7a9e8eb9cf78f2e4d7b2ff34c7,married?
22,22,97964e7a9e8eb9cf78f2e4d7b2ff34c7,i&apos;m assuming since you went on a &apos;family&apos; trip :p
23,23,0158d0d6781fc4d493f243d4caa49747,yeah. Just found this site a few days ago.
24,24,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Yeah, Oahu."
25,25,0158d0d6781fc4d493f243d4caa49747,Curious to the whole &quot;random thing&quot;
26,26,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Pretty crazy the individuals you meet, isn&apos;t it?"
27,27,0158d0d6781fc4d493f243d4caa49747,It&apos;s been eye opening for sure.
28,28,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Yeah, I hear you."
29,29,0158d0d6781fc4d493f243d4caa49747,I&apos;m pretty open to meet/talk to anyone.
30,30,0158d0d6781fc4d493f243d4caa49747,"But pretty clear what most are looking for on this site, it seems."
31,31,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Half the people that strike up a conversation only seem to be interested in more. . risque topics.
32,32,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"What more do you expect though, ya know?"
33,33,0158d0d6781fc4d493f243d4caa49747,Yep.  It&apos;s the internet.
34,34,0158d0d6781fc4d493f243d4caa49747,You seem to take it pretty well.
35,35,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Pardon?
36,36,0158d0d6781fc4d493f243d4caa49747,I just mean you seem to handle the obvious shennagans on here pretty well.
37,37,0158d0d6781fc4d493f243d4caa49747,harder for ladies on here for sure.
38,38,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Ah, yeah."
39,39,97964e7a9e8eb9cf78f2e4d7b2ff34c7,That&apos;s what the wonderful &quot;disconnect&quot; button is for.
40,40,0158d0d6781fc4d493f243d4caa49747,"LMAO, yes it is :)"
41,41,0158d0d6781fc4d493f243d4caa49747,"So..I said I was new to this, right?"
42,42,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"You mentioned it, yeah."
43,43,0158d0d6781fc4d493f243d4caa49747,"I thought I&apos;d turn on cam.  After 10 mins, turned it off."
44,44,0158d0d6781fc4d493f243d4caa49747,Went back to text.
45,45,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Yeah, I haven&apos;t bothered touching that button. Sounds too risky to me."
46,46,0158d0d6781fc4d493f243d4caa49747,"It&apos;s a mix of stuff, but one big difference."
47,47,0158d0d6781fc4d493f243d4caa49747,Cam = not such good conversation.
48,48,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"It&apos;s the reason more individuals text than call these days. More response time, better things to say, suspense, etc."
49,49,0158d0d6781fc4d493f243d4caa49747,Makes sense.
50,50,0158d0d6781fc4d493f243d4caa49747,"So, you been using this site very long?"
51,51,0158d0d6781fc4d493f243d4caa49747,what interests you w/ it?
52,52,97964e7a9e8eb9cf78f2e4d7b2ff34c7,You see quite a few characters.
53,53,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Gives me a laugh.
54,54,0158d0d6781fc4d493f243d4caa49747,Bet it does.
55,55,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"I think it&apos;s quite funny, trying to figure out people."
56,56,0158d0d6781fc4d493f243d4caa49747,"Well, even though I&apos;m glad to chat w/ ya &amp; you&apos;re quite...probably better I let you connect w/ someone a bit younger, eh?"
57,57,97964e7a9e8eb9cf78f2e4d7b2ff34c7,I s&apos;pose.
58,58,97964e7a9e8eb9cf78f2e4d7b2ff34c7,It was a pleasure meeting you.
59,59,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Happy chatting!
60,60,0158d0d6781fc4d493f243d4caa49747,You too!  Be safe!
61,61,0158d0d6781fc4d493f243d4caa49747,bye
62,62,ba209a914b0d43e49df90df597464589,asuu
63,63,ba209a914b0d43e49df90df597464589,lonte koe
64,64,ba209a914b0d43e49df90df597464589,hi
65,65,634f0ee018e70d40d1db4a4bf3a2d35d,hi
66,66,898d2f30e39b4fc143ebdf8c0b5c6a92,asl
67,67,634f0ee018e70d40d1db4a4bf3a2d35d,m or f
68,68,898d2f30e39b4fc143ebdf8c0b5c6a92,m
69,69,b16999ca0ab7b07895dd8bf16c626934,happy is ayuppie word.
70,70,b16999ca0ab7b07895dd8bf16c626934,a yuppie *
71,71,73b7ab51c5ca816e43b133a422664dd4,yuppie
72,72,b16999ca0ab7b07895dd8bf16c626934,hehe..
73,73,b16999ca0ab7b07895dd8bf16c626934,u know that song?
74,74,73b7ab51c5ca816e43b133a422664dd4,:P
75,75,b16999ca0ab7b07895dd8bf16c626934,it&apos;s good.
76,76,b16999ca0ab7b07895dd8bf16c626934,:D
77,77,73b7ab51c5ca816e43b133a422664dd4,Nopes
78,78,73b7ab51c5ca816e43b133a422664dd4,but are you a b or a g?
79,79,b16999ca0ab7b07895dd8bf16c626934,g
80,80,73b7ab51c5ca816e43b133a422664dd4,Awesome!
81,81,b16999ca0ab7b07895dd8bf16c626934,u?
82,82,73b7ab51c5ca816e43b133a422664dd4,"Oh, even more awesome!"
83,83,73b7ab51c5ca816e43b133a422664dd4,Then let me use my fav line.
84,84,73b7ab51c5ca816e43b133a422664dd4,May this humble slave have the honour of chatting with Her Royal Highness? :P
85,85,b16999ca0ab7b07895dd8bf16c626934,what?
86,86,b16999ca0ab7b07895dd8bf16c626934,are you pertaining to me?
87,87,b16999ca0ab7b07895dd8bf16c626934,a slave?
88,88,b16999ca0ab7b07895dd8bf16c626934,me?
89,89,b16999ca0ab7b07895dd8bf16c626934,hehe..
90,90,b16999ca0ab7b07895dd8bf16c626934,haha. i can chat with you but i&apos;m not a slave.
91,91,b16999ca0ab7b07895dd8bf16c626934,:P
92,92,b16999ca0ab7b07895dd8bf16c626934,okay..
93,93,b16999ca0ab7b07895dd8bf16c626934,:D
94,94,b16999ca0ab7b07895dd8bf16c626934,errr...
95,95,b16999ca0ab7b07895dd8bf16c626934,XD..
96,96,b16999ca0ab7b07895dd8bf16c626934,hello???
97,97,b16999ca0ab7b07895dd8bf16c626934,are u there?
98,98,b16999ca0ab7b07895dd8bf16c626934,May this humble slave have the honour of chatting with HisRoyal Highness? :P
99,99,7cc27ec76df624c767d83b4a5d43fb17,ask me 5 questions and i will answer them truthfully
100,100,c18a32dc7dc8b612f47c3d21f6ccf5f0,you first.
101,101,7cc27ec76df624c767d83b4a5d43fb17,you want me to ask you questions first?
102,102,c15a6ffa5b1ffa0b5f8cd76f7be03a21,hi
103,103,c15a6ffa5b1ffa0b5f8cd76f7be03a21,asl
104,104,bc299f78a143138bfe071c89dbbd21e0,Hi
105,105,c15a6ffa5b1ffa0b5f8cd76f7be03a21,hellloooo
106,106,6f322d574618816aa2d6d1ceb4fd2551,sets mode: +oo tantek ChanServ
107,107,6f322d574618816aa2d6d1ceb4fd2551,sets mode: +o ChanServ
108,108,a99df90046c6675165d815175b900be1,"Definitely very fancy... I've used Flowplayer in the past, but this definitely looks like the direction to go."
109,109,b9196305a3abd10773f2be6b0ebc0632,aloha...
110,110,cac2b7239d674bc871720db11b452c06,hi
111,111,cac2b7239d674bc871720db11b452c06,asl?
112,112,b9196305a3abd10773f2be6b0ebc0632,bali
113,113,b9196305a3abd10773f2be6b0ebc0632,u ??
114,114,bb21c722adad611b63dfb48ec99e8350,ArtB: ping
115,115,e9ab2f1536e4589e9c4a5f0cbae4907e,sex
116,116,23b96a5831fa63e3946e66166a466e37,female
117,117,e9ab2f1536e4589e9c4a5f0cbae4907e,yes
118,118,e9ab2f1536e4589e9c4a5f0cbae4907e,and i&apos;m wet
119,119,9fae013bd55dd4a2322fe24f8384df9e,heey (:
120,120,9fae013bd55dd4a2322fe24f8384df9e,how&apos;re you?
121,121,6d62614379fbe3c60317c4170f17fa9c,well hi
122,122,6d62614379fbe3c60317c4170f17fa9c,alright
123,123,6d62614379fbe3c60317c4170f17fa9c,asl?
124,124,5de63183b8f03f9cbab57103a55d0c7e,hi
125,125,087c9429602cefcd8101ff1a8e209169,hihi
126,126,087c9429602cefcd8101ff1a8e209169,m or f??
127,127,5de63183b8f03f9cbab57103a55d0c7e,akjfkjasdkjfajkdfjkakdjflkajdlkfjaldkjflkjdflkjadljfkalkjdfaljkdfaljkd;lfjakldjf
128,128,5de63183b8f03f9cbab57103a55d0c7e,alkjdflkjadlfjalkjdfalkjdf;lajddflkajdflkjad;lfjkalkjfajkfajkdfakljdflajkdflkajdflkajflkjadflkjadfljadflkjadlfjkadflkjalkjfajdf;lajdflkjalfkjakjdfajflajf;jkafd;jalfkdja;lkjdfaljkf;aljfaljf;ajdl
129,129,5de63183b8f03f9cbab57103a55d0c7e,im a female a hot female
130,130,5de63183b8f03f9cbab57103a55d0c7e,nothing to do
131,131,087c9429602cefcd8101ff1a8e209169,male
132,132,5de63183b8f03f9cbab57103a55d0c7e,i need someone
133,133,5de63183b8f03f9cbab57103a55d0c7e,someone who can take away my lonlyness
134,134,087c9429602cefcd8101ff1a8e209169,ok
135,135,5de63183b8f03f9cbab57103a55d0c7e,i hope that can be you
136,136,087c9429602cefcd8101ff1a8e209169,I&apos;m here
137,137,5de63183b8f03f9cbab57103a55d0c7e,so how can you take away my problem
138,138,5de63183b8f03f9cbab57103a55d0c7e,?
139,139,5de63183b8f03f9cbab57103a55d0c7e,wait i need to get off my panty to get masturbating
140,140,087c9429602cefcd8101ff1a8e209169,and you know that I just do what you have
141,141,5de63183b8f03f9cbab57103a55d0c7e,oh really
142,142,5de63183b8f03f9cbab57103a55d0c7e,i mean right now
143,143,087c9429602cefcd8101ff1a8e209169,yes
144,144,087c9429602cefcd8101ff1a8e209169,let&apos;s connect the webcam msn??
145,145,5de63183b8f03f9cbab57103a55d0c7e,i hope we can do mutual masturbating
146,146,5de63183b8f03f9cbab57103a55d0c7e,my webcam is broken
147,147,5de63183b8f03f9cbab57103a55d0c7e,and thats why im bored
148,148,5de63183b8f03f9cbab57103a55d0c7e,how about you lick my vagina
149,149,5de63183b8f03f9cbab57103a55d0c7e,hold my tits
150,150,5de63183b8f03f9cbab57103a55d0c7e,squeeze them
151,151,5de63183b8f03f9cbab57103a55d0c7e,ah
152,152,087c9429602cefcd8101ff1a8e209169,yes
153,153,5de63183b8f03f9cbab57103a55d0c7e,i like that feeling
154,154,087c9429602cefcd8101ff1a8e209169,send me a picture of you naked wheel
155,155,087c9429602cefcd8101ff1a8e209169,yes
156,156,5de63183b8f03f9cbab57103a55d0c7e,wait can you be my pet
157,157,5de63183b8f03f9cbab57103a55d0c7e,like you do everything i want example imagine me naked lick my vagina
158,158,087c9429602cefcd8101ff1a8e209169,yes
159,159,5de63183b8f03f9cbab57103a55d0c7e,lick me everywhere
160,160,087c9429602cefcd8101ff1a8e209169,yes
161,161,087c9429602cefcd8101ff1a8e209169,your vagina and very Saburo
162,162,087c9429602cefcd8101ff1a8e209169,yes
163,163,087c9429602cefcd8101ff1a8e209169,give me your msn speak better for it
164,164,087c9429602cefcd8101ff1a8e209169,yes vagina masturbating to my face ....... ....... will go
165,165,087c9429602cefcd8101ff1a8e209169,hihi
166,166,0a39f78bcb297ab0ebe8a29c28bfed89,changes: begin collecting references (whatwg r3243) &lt;http://lists.w3.org/Archives/Public/public-html-diffs/2009Jun/0101.html&gt;
167,167,e5595c2a95b10f512e1924e9ee1664fe,hi
168,168,4e39e6dd0c3040d983c2ceb7f4a812fb,"for t = 1 : T-1
    w(t) = (wi-wf)*(T-t)/T + wf ;
    for i = 1:N
        v_a0(i,t+1) = w(t)*v_a0(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a0(i,t+1) = p_a0(i,t) + v_a0(i,t+1);
        v_a1(i,t+1) = w(t)*v_a1(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a1(i,t+1) = p_a1(i,t) + v_a1(i,t+1);
        v_a2(i,t+1) = w(t)*v_a2(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a2(i,t+1) = p_a2(i,t) + v_a2(i,t+1);
        v_a3(i,t+1) = w(t)*v_a3(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a3(i,t+1) = p_a3(i,t) + v_a3(i,t+1);
        v_a4(i,t+1) = w(t)*v_a4(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a4(i,t+1) = p_a4(i,t) + v_a4(i,t+1);
        v_a5(i,t+1) = w(t)*v_a5(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a5(i,t+1) = p_a5(i,t) + v_a5(i,t+1);
        v_a6(i,t+1) = w(t)*v_a6(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a6(i,t+1) = p_a6(i,t) + v_a6(i,t+1);
        v_a7(i,t+1) = w(t)*v_a7(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a7(i,t+1) = p_a7(i,t) + v_a7(i,t+1);
        v_a8(i,t+1) = w(t)*v_a8(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a8(i,t+1) = p_a8(i,t) + v_a8(i,t+1);
        v_a9(i,t+1) = w(t)*v_a9(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a9(i,t+1) = p_a9(i,t) + v_a9(i,t+1);
        v_a10(i,t+1) = w(t)*v_a10(t) + p1*r1*(x(lbest)-x(i)) + p2*r2*(x(gbest)-x(i)) ;
        p_a10(i,t+1) = p_a10(i,t) + v_a10(i,t+1);
        f(i,t) = a0(i) + a1(i)*(x(i)) + a2(i)*((x(i))^2) + a3(i)*((x(i))^3) + a4(i)*((x(i))^4) + a5(i)*((x(i))^5)+ a6(i)*((x(i))^6)+ a7(i)*((x(i))^7)+ a8(i)*((x(i))^8)+ a9(i)*((x(i))^9)+ a10(i)*((x(i))^10);
        e(i,t) = sqrt(sum((f(i,t)-y(i))^2));
if e(i,t) == min(e(:,t))
    gbest = i;
end
    end
if f(i,t+1) &gt; f(i,t) 
    lbest = i;
end
end"
169,169,e5595c2a95b10f512e1924e9ee1664fe,i know c
170,170,e5595c2a95b10f512e1924e9ee1664fe,m/f?
171,171,edb259c0e0038f38bb200bc20c8cbf7e,we're not at the mall
172,172,edb259c0e0038f38bb200bc20c8cbf7e,hmm
173,173,edb259c0e0038f38bb200bc20c8cbf7e,you're gone
174,174,950c4b682879aaacf6b62fe9769c156d,hi 18m philippines
175,175,065c7fcf262915361b34b4d85ce2d892,Horny
176,176,065c7fcf262915361b34b4d85ce2d892,?
177,177,5059ecaa4fb3ab1183f267bf1613010e,telecon today?
178,178,0c8dce20967cf80665e60051b8ab2d3c,apparently not
179,179,0c8dce20967cf80665e60051b8ab2d3c,there is no agenda at least
180,180,0c8dce20967cf80665e60051b8ab2d3c,is there something we should talk about
181,181,0c8dce20967cf80665e60051b8ab2d3c,it is possible that I or masayuki will propose a change to wheel events
182,182,0c8dce20967cf80665e60051b8ab2d3c,perhaps just a minor change
183,183,227a9a17d1db3f8e5c71a150345fb2a6,"5059ecaa4fb3ab1183f267bf1613010e, 0c8dce20967cf80665e60051b8ab2d3c, we can have a call if you like"
184,184,0c8dce20967cf80665e60051b8ab2d3c,delta values should probably be doubles
185,185,227a9a17d1db3f8e5c71a150345fb2a6,no!!!!!!
186,186,227a9a17d1db3f8e5c71a150345fb2a6,"well, ok"
187,187,0c8dce20967cf80665e60051b8ab2d3c,but I'm not sure
188,188,227a9a17d1db3f8e5c71a150345fb2a6,if it's okay with MS
189,189,5059ecaa4fb3ab1183f267bf1613010e,yep
190,190,0c8dce20967cf80665e60051b8ab2d3c,I need to discuss with masayuki first
191,191,5059ecaa4fb3ab1183f267bf1613010e,"sorry, thought you meant is it ok to have a conference :-)"
192,192,0c8dce20967cf80665e60051b8ab2d3c,5059ecaa4fb3ab1183f267bf1613010e: anything particular to discuss about?
193,193,5059ecaa4fb3ab1183f267bf1613010e,the real last call! :-) .... and any node list updates?
194,194,0c8dce20967cf80665e60051b8ab2d3c,I didn't meet jresig when I was in US...
195,195,0c8dce20967cf80665e60051b8ab2d3c,"so far only sicking's proposal can handle perhaps the most needed mutation event, DOMCharacterDataModified"
196,196,0c8dce20967cf80665e60051b8ab2d3c,"it is possible that we'll implement it right after FF4, with moz prefix"
197,197,0c8dce20967cf80665e60051b8ab2d3c,so that people can try it out
198,198,5059ecaa4fb3ab1183f267bf1613010e,"yes, that's a limitation of resig's current proposal"
199,199,227a9a17d1db3f8e5c71a150345fb2a6,are we going t have a call?
200,200,5059ecaa4fb3ab1183f267bf1613010e,"sure, it'll probably be short"
201,201,227a9a17d1db3f8e5c71a150345fb2a6,ok
202,202,227a9a17d1db3f8e5c71a150345fb2a6,"22813b6f9b851d152e2f2d99116de592, start telcon"
